filepath,filename,dataset,label,label_source,split
data/processed/audio/no_drone/5-216131-A-320.wav,5-216131-A-320.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_107-bebop_000_.wav,B_S2_D1_107-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-103401-C-334.wav,3-103401-C-334.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-78781-A-470.wav,2-78781-A-470.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_2_016-membo_004_.wav,Membo_2_016-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-250026-A-300.wav,5-250026-A-300.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-182023-A-300.wav,3-182023-A-300.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_102-bebop_004_.wav,B_S2_D1_102-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-64963-A-153.wav,2-64963-A-153.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-250869-A-22.wav,4-250869-A-22.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-76868-A-63.wav,2-76868-A-63.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-23094-B-152.wav,1-23094-B-152.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-25293-A-224.wav,2-25293-A-224.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-118972-B-410.wav,3-118972-B-410.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-51909-A-424.wav,3-51909-A-424.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_60-bebop_003_.wav,mixed_60-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-185516-A-274.wav,5-185516-A-274.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-201988-A-441.wav,4-201988-A-441.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-115921-A-224.wav,1-115921-A-224.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-213836-A-90.wav,5-213836-A-90.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_42-bebop_001_.wav,mixed_42-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_64-membo_003_.wav,mixed_membo_64-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-30226-A-04.wav,1-30226-A-04.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-83527-A-42.wav,3-83527-A-42.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_39-bebop_003_.wav,mixed_39-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-76831-C-420.wav,1-76831-C-420.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-89516-A-374.wav,2-89516-A-374.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_1_002-membo_004_.wav,Membo_1_002-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_49-membo_004_.wav,mixed_membo_49-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_24-membo_001_.wav,mixed_membo_24-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_56-bebop_003_.wav,mixed_56-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_133-bebop_000_.wav,B_S2_D1_133-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_2-membo_001_.wav,mixed_membo_2-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_37-membo_004_.wav,mixed_membo_37-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-17565-A-123.wav,1-17565-A-123.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-194930-B-12.wav,5-194930-B-12.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_1_031-membo_004_.wav,Membo_1_031-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-143933-A-382.wav,3-143933-A-382.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-51731-A-424.wav,3-51731-A-424.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-160614-F-484.wav,5-160614-F-484.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_095-bebop_001_.wav,B_S2_D1_095-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-188822-D-401.wav,2-188822-D-401.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_093-bebop_004_.wav,B_S2_D1_093-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-51170-A-182.wav,1-51170-A-182.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_017-membo_001_.wav,Membo_0_017-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_1-membo_002_.wav,mixed_membo_1-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-213855-A-03.wav,5-213855-A-03.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-84704-A-390.wav,1-84704-A-390.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_079-bebop_000_.wav,B_S2_D1_079-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_13-membo_004_.wav,mixed_membo_13-membo_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_095-bebop_004_.wav,B_S2_D1_095-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_26-membo_003_.wav,mixed_membo_26-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_31-bebop_003_.wav,mixed_31-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-109231-C-90.wav,2-109231-C-90.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_14-membo_002_.wav,mixed_membo_14-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-182012-A-360.wav,5-182012-A-360.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_48-membo_003_.wav,mixed_membo_48-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_0_034-membo_003_.wav,Membo_0_034-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_10-membo_000_.wav,mixed_membo_10-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_53-membo_003_.wav,mixed_membo_53-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_105-bebop_002_.wav,B_S2_D1_105-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_27-membo_002_.wav,mixed_membo_27-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-141682-A-363.wav,2-141682-A-363.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_2_020-membo_000_.wav,Membo_2_020-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-109371-D-163.wav,2-109371-D-163.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-259640-A-291.wav,5-259640-A-291.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-205589-B-173.wav,5-205589-B-173.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-61534-A-270.wav,1-61534-A-270.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-128512-A-473.wav,3-128512-A-473.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_7-bebop_004_.wav,mixed_7-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_44-bebop_000_.wav,mixed_44-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-246513-B-162.wav,3-246513-B-162.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-170383-A-381.wav,3-170383-A-381.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-134915-A-303.wav,2-134915-A-303.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/silence001.wav,silence001.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-204777-A-393.wav,4-204777-A-393.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_21-bebop_000_.wav,mixed_21-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-195517-A-74.wav,5-195517-A-74.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_62-bebop_000_.wav,mixed_62-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-69165-A-341.wav,1-69165-A-341.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_21-membo_002_.wav,mixed_membo_21-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-209474-A-252.wav,2-209474-A-252.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-73544-A-272.wav,2-73544-A-272.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-72547-C-142.wav,2-72547-C-142.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_126-bebop_002_.wav,B_S2_D1_126-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-157187-A-123.wav,3-157187-A-123.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-213855-A-01.wav,5-213855-A-01.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-156393-A-351.wav,3-156393-A-351.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-115920-A-223.wav,1-115920-A-223.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-29561-A-104.wav,1-29561-A-104.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_006-membo_002_.wav,Membo_0_006-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-242932-B-260.wav,5-242932-B-260.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-189832-A-220.wav,4-189832-A-220.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_40-membo_000_.wav,mixed_membo_40-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_22-bebop_003_.wav,mixed_22-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-65484-A-184.wav,2-65484-A-184.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_66-bebop_004_.wav,mixed_66-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-77945-B-411.wav,2-77945-B-411.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-79146-A-290.wav,1-79146-A-290.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-194680-A-363.wav,4-194680-A-363.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-62878-A-424.wav,3-62878-A-424.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_1_031-membo_002_.wav,Membo_1_031-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_0_040-membo_000_.wav,Membo_0_040-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-103401-B-330.wav,3-103401-B-330.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2002.wav,extra_membo_D2_2002.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_109-bebop_000_.wav,B_S2_D1_109-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-39937-A-283.wav,1-39937-A-283.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-181035-A-384.wav,4-181035-A-384.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/silence258.wav,silence258.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_13-bebop_000_.wav,mixed_13-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-104877-A-34.wav,2-104877-A-34.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-101296-A-193.wav,1-101296-A-193.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-198278-C-74.wav,5-198278-C-74.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_2_027-membo_003_.wav,Membo_2_027-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_077-bebop_003_.wav,B_S2_D1_077-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-163606-A-161.wav,4-163606-A-161.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-233260-A-231.wav,5-233260-A-231.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_067-bebop_001_.wav,B_S2_D1_067-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_2_010-membo_003_.wav,Membo_2_010-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_3-bebop_004_.wav,mixed_3-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-187979-A-212.wav,5-187979-A-212.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_10-bebop_004_.wav,mixed_10-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-191246-A-74.wav,4-191246-A-74.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-106849-A-474.wav,2-106849-A-474.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-207836-C-290.wav,5-207836-C-290.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-211527-C-203.wav,1-211527-C-203.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_55-bebop_004_.wav,mixed_55-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/silence181.wav,silence181.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-39835-B-90.wav,1-39835-B-90.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-53670-A-184.wav,1-53670-A-184.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-188606-A-334.wav,5-188606-A-334.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-232495-A-60.wav,4-232495-A-60.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_096-bebop_003_.wav,B_S2_D1_096-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_2_014-membo_000_.wav,Membo_2_014-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_2_016-membo_003_.wav,Membo_2_016-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-44831-A-13.wav,1-44831-A-13.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_1-bebop_000_.wav,mixed_1-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-204777-A-390.wav,4-204777-A-390.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_090-bebop_001_.wav,B_S2_D1_090-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_125-bebop_004_.wav,B_S2_D1_125-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-49409-B-83.wav,1-49409-B-83.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-119647-C-483.wav,4-119647-C-483.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_49-bebop_001_.wav,mixed_49-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2029.wav,extra_membo_D2_2029.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-124795-A-282.wav,3-124795-A-282.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-102567-C-351.wav,2-102567-C-351.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_089-bebop_003_.wav,B_S2_D1_089-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_2_020-membo_003_.wav,Membo_2_020-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-26143-A-213.wav,1-26143-A-213.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_61-membo_001_.wav,mixed_membo_61-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-180147-A-300.wav,3-180147-A-300.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_59-membo_002_.wav,mixed_membo_59-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_62-membo_000_.wav,mixed_membo_62-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-22694-A-202.wav,1-22694-A-202.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_087-bebop_001_.wav,B_S2_D1_087-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_36-bebop_002_.wav,mixed_36-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_0_017-membo_000_.wav,Membo_0_017-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-115521-A-190.wav,1-115521-A-190.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-118459-B-322.wav,2-118459-B-322.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-260640-C-21.wav,1-260640-C-21.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_37-membo_002_.wav,mixed_membo_37-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-122616-A-143.wav,2-122616-A-143.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2054.wav,extra_membo_D2_2054.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-185575-B-204.wav,4-185575-B-204.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-169127-A-414.wav,4-169127-A-414.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-105235-A-72.wav,3-105235-A-72.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-119120-A-480.wav,3-119120-A-480.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_109-bebop_001_.wav,B_S2_D1_109-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-242492-A-31.wav,5-242492-A-31.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_41-membo_002_.wav,mixed_membo_41-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_5-bebop_002_.wav,mixed_5-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_21-membo_000_.wav,mixed_membo_21-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/B_S2_D1_114-bebop_000_.wav,B_S2_D1_114-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-103051-A-191.wav,3-103051-A-191.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-118658-B-412.wav,3-118658-B-412.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-205090-A-322.wav,5-205090-A-322.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-28005-A-183.wav,1-28005-A-183.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-254160-A-220.wav,5-254160-A-220.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-146186-A-441.wav,3-146186-A-441.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_58-bebop_003_.wav,mixed_58-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-117122-A-421.wav,5-117122-A-421.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-70936-A-421.wav,2-70936-A-421.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-21421-A-463.wav,1-21421-A-463.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_012-membo_001_.wav,Membo_0_012-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-203374-A-391.wav,3-203374-A-391.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_067-bebop_002_.wav,B_S2_D1_067-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/4-181708-A-320.wav,4-181708-A-320.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-28005-A-181.wav,1-28005-A-181.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_012-membo_002_.wav,Membo_0_012-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_58-membo_003_.wav,mixed_membo_58-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_2_010-membo_000_.wav,Membo_2_010-membo_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-139958-A-371.wav,3-139958-A-371.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_0_039-membo_001_.wav,Membo_0_039-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-144106-A-323.wav,3-144106-A-323.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-193473-B-121.wav,5-193473-B-121.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-161105-B-470.wav,4-161105-B-470.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-235956-A-473.wav,5-235956-A-473.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-159445-A-454.wav,3-159445-A-454.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-150979-A-400.wav,3-150979-A-400.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/exercise_bike007.wav,exercise_bike007.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-188655-A-101.wav,5-188655-A-101.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-102871-A-421.wav,4-102871-A-421.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_115-bebop_000_.wav,B_S2_D1_115-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-156026-A-42.wav,5-156026-A-42.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_23-bebop_004_.wav,mixed_23-bebop_004_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-103599-A-253.wav,3-103599-A-253.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2052.wav,extra_membo_D2_2052.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2053.wav,extra_membo_D2_2053.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/extra_membo_D2_2003.wav,extra_membo_D2_2003.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-196660-A-84.wav,1-196660-A-84.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_089-bebop_002_.wav,B_S2_D1_089-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_34-bebop_000_.wav,mixed_34-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-163607-B-134.wav,3-163607-B-134.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/3-108791-A-184.wav,3-108791-A-184.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-196672-A-83.wav,4-196672-A-83.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-211408-A-370.wav,5-211408-A-370.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-208757-D-20.wav,1-208757-D-20.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_63-membo_003_.wav,mixed_membo_63-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_31-bebop_002_.wav,mixed_31-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-61212-A-321.wav,1-61212-A-321.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_126-bebop_003_.wav,B_S2_D1_126-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-23706-A-490.wav,1-23706-A-490.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/5-195710-A-101.wav,5-195710-A-101.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/1-172649-D-403.wav,1-172649-D-403.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_099-bebop_003_.wav,B_S2_D1_099-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_2-membo_002_.wav,mixed_membo_2-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/2-72547-C-144.wav,2-72547-C-144.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/4-183882-A-283.wav,4-183882-A-283.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/Membo_2_019-membo_002_.wav,Membo_2_019-membo_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/Membo_0_006-membo_001_.wav,Membo_0_006-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-57316-A-132.wav,1-57316-A-132.wav,uav_db,no_drone,folder_name,train
data/processed/audio/no_drone/2-70052-A-423.wav,2-70052-A-423.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_10-bebop_000_.wav,mixed_10-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_63-membo_001_.wav,mixed_membo_63-membo_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-198411-G-201.wav,5-198411-G-201.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_100-bebop_002_.wav,B_S2_D1_100-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_membo_33-membo_003_.wav,mixed_membo_33-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_30-bebop_002_.wav,mixed_30-bebop_002_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/1-59102-A-130.wav,1-59102-A-130.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/B_S2_D1_093-bebop_001_.wav,B_S2_D1_093-bebop_001_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_15-bebop_003_.wav,mixed_15-bebop_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/drone/mixed_4-bebop_000_.wav,mixed_4-bebop_000_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/5-214759-B-52.wav,5-214759-B-52.wav,uav_db,no_drone,folder_name,train
data/processed/audio/drone/mixed_membo_7-membo_003_.wav,mixed_membo_7-membo_003_.wav,uav_db,drone,folder_name,train
data/processed/audio/no_drone/3-155583-A-142.wav,3-155583-A-142.wav,uav_db,no_drone,folder_name,train
